date,description,amount,type,category
2025-10-04,Train ticket,5866.55,debit,Travel
2025-06-21,Pharmacy purchase,5187.4,credit,Health
2025-08-26,Swiggy order,5840.71,debit,Food
2025-10-07,Movie ticket,6213.68,debit,Entertainment
2025-07-02,Domino's pizza,3672.11,credit,Food
2025-06-25,Ola cab,2547.38,credit,Travel
2025-10-03,Gym membership,7810.16,credit,Health
2025-08-30,Donation,7940.06,debit,Others
2025-08-23,Protein supplements,3260.2,debit,Health
2025-10-09,Amazon purchase,3565.12,credit,Shopping
2025-06-08,Movie ticket,3767.71,credit,Entertainment
2025-07-31,Movie ticket,4700.07,debit,Entertainment
2025-09-17,Protein supplements,4209.73,credit,Health
2025-08-07,Spotify premium,8896.36,debit,Entertainment
2025-09-04,Donation,9886.12,credit,Others
2025-06-24,Electronics purchase,93.34,credit,Shopping
2025-07-27,Amusement park,4672.34,debit,Entertainment
2025-10-19,Mobile bill,2567.73,debit,Bills
2025-08-06,Uber ride,8645.92,credit,Travel
2025-08-15,Movie ticket,8950.94,credit,Entertainment
2025-07-29,Protein supplements,1025.5,credit,Health
2025-07-18,Zomato delivery,6301.14,credit,Food
2025-06-24,Amusement park,3168.01,debit,Entertainment
2025-06-30,Donation,9939.27,credit,Others
2025-10-08,Fuel refill,8555.73,credit,Travel
2025-08-18,Miscellaneous expense,4036.74,credit,Others
2025-08-07,DTH recharge,8757.61,credit,Bills
2025-08-21,Miscellaneous expense,4188.26,credit,Others
2025-06-05,Spotify premium,2942.03,debit,Entertainment
2025-09-16,Doctor visit,4797.55,credit,Health
2025-07-19,Bus fare,9723.91,debit,Travel
2025-10-14,Electricity bill,6380.91,debit,Bills
2025-09-15,DTH recharge,3455.1,credit,Bills
2025-10-03,Movie ticket,3923.69,credit,Entertainment
2025-08-06,Zomato delivery,3076.41,credit,Food
2025-10-16,DTH recharge,6971.64,credit,Bills
2025-06-10,Pharmacy purchase,6673.5,credit,Health
2025-06-25,Doctor visit,5438.33,credit,Health
2025-09-13,Fuel refill,1606.36,credit,Travel
2025-10-03,Myntra shopping,4522.55,debit,Shopping
2025-09-17,Protein supplements,1414.91,debit,Health
2025-10-03,Gym membership,8025.01,debit,Health
2025-09-07,Internet recharge,4508.33,debit,Bills
2025-10-15,Donation,8529.91,debit,Others
2025-08-03,Myntra shopping,4321.1,credit,Shopping
2025-09-22,Amazon purchase,5137.68,debit,Shopping
2025-08-11,Protein supplements,6572.57,credit,Health
2025-09-23,Doctor visit,4223.23,debit,Health
2025-07-07,Concert pass,4421.46,debit,Entertainment
2025-06-20,Health checkup,7439.16,debit,Health
2025-06-27,Mobile bill,386.51,credit,Bills
2025-08-10,Bus fare,3649.16,debit,Travel
2025-08-07,Concert pass,7690.12,debit,Entertainment
2025-07-19,Ola cab,4614.51,debit,Travel
2025-10-01,Protein supplements,3625.47,debit,Health
2025-09-10,Water bill,4413.67,credit,Bills
2025-07-29,Cafe coffee,3723.92,debit,Food
2025-08-14,Water bill,189.33,debit,Bills
2025-09-12,Electronics purchase,7811.68,debit,Shopping
2025-06-01,Myntra shopping,1355.66,credit,Shopping
2025-09-26,Zomato delivery,8102.82,credit,Food
2025-06-03,Netflix subscription,9863.32,credit,Entertainment
2025-06-30,Pharmacy purchase,4085.27,debit,Health
2025-09-23,Amazon purchase,3201.05,debit,Shopping
2025-09-14,Amusement park,6753.18,debit,Entertainment
2025-10-16,Train ticket,7070.76,debit,Travel
2025-06-07,Stationery,7906.45,debit,Others
2025-07-07,Spotify premium,9338.09,debit,Entertainment
2025-07-28,Spotify premium,4327.7,credit,Entertainment
2025-06-30,DTH recharge,3673.78,credit,Bills
2025-06-13,Donation,5621.55,credit,Others
2025-07-25,Swiggy order,3626.24,credit,Food
2025-07-19,Stationery,6783.38,debit,Others
2025-06-29,Concert pass,1618.84,debit,Entertainment
2025-09-10,Movie ticket,7184.06,debit,Entertainment
2025-10-12,Amazon purchase,4985.2,debit,Shopping
2025-10-23,Bus fare,8728.27,credit,Travel
2025-09-09,Amusement park,2606.26,credit,Entertainment
2025-06-04,Myntra shopping,4020.48,credit,Shopping
2025-06-20,Gym membership,4542.87,debit,Health
2025-08-22,Flight booking,2453.76,credit,Travel
2025-07-05,Train ticket,1886.29,credit,Travel
2025-09-29,Amusement park,9125.51,credit,Entertainment
2025-10-21,Amusement park,8442.79,debit,Entertainment
2025-07-26,Health checkup,6488.27,debit,Health
2025-09-01,McDonald's lunch,7521.69,credit,Food
2025-06-25,Ola cab,8407.16,debit,Travel
2025-06-13,Flight booking,3492.41,debit,Travel
2025-08-11,Miscellaneous expense,1920.55,credit,Others
2025-09-23,Concert pass,3068.97,debit,Entertainment
2025-07-10,Protein supplements,6970.79,debit,Health
2025-06-02,DTH recharge,280.15,debit,Bills
2025-06-18,Protein supplements,5112.19,credit,Health
2025-10-06,Gift purchase,6484.79,credit,Others
2025-08-27,Myntra shopping,1881.86,debit,Shopping
2025-09-05,Bus fare,6673.99,credit,Travel
2025-10-16,Myntra shopping,3762.62,debit,Shopping
2025-06-26,Protein supplements,5128.16,debit,Health
2025-08-11,Internet recharge,5757.37,credit,Bills
2025-10-01,Protein supplements,9826.97,debit,Health
2025-08-25,McDonald's lunch,4038.77,debit,Food
2025-08-13,Health checkup,2426.46,credit,Health
2025-07-17,Health checkup,6606.21,credit,Health
2025-07-21,Grocery store,1311.59,credit,Shopping
2025-08-12,Netflix subscription,9405.5,debit,Entertainment
2025-09-09,Mobile bill,4627.0,credit,Bills
2025-10-04,Donation,8395.91,debit,Others
2025-06-01,Fuel refill,9419.09,debit,Travel
2025-06-23,Netflix subscription,5896.27,debit,Entertainment
2025-09-22,Flight booking,6236.9,credit,Travel
2025-06-08,Amazon purchase,3493.52,credit,Shopping
2025-09-20,Movie ticket,4793.47,credit,Entertainment
2025-10-03,Train ticket,2094.04,debit,Travel
2025-07-18,Gym membership,5940.14,credit,Health
2025-08-31,Ola cab,8989.21,debit,Travel
2025-10-06,Health checkup,5020.38,credit,Health
2025-07-14,Miscellaneous expense,8458.49,credit,Others
2025-06-20,Myntra shopping,1968.89,debit,Shopping
2025-07-30,Restaurant dinner,7504.85,debit,Food
2025-06-05,Miscellaneous expense,822.68,debit,Others
2025-08-27,Spotify premium,9626.7,debit,Entertainment
2025-06-03,Doctor visit,2212.49,credit,Health
2025-06-27,Cafe coffee,9710.16,credit,Food
2025-10-10,Flipkart order,547.38,credit,Shopping
2025-08-29,Domino's pizza,9100.4,credit,Food
2025-10-11,Uber ride,2197.71,debit,Travel
2025-09-17,Doctor visit,5579.58,credit,Health
2025-10-09,Amusement park,1603.4,credit,Entertainment
2025-06-06,Amusement park,1018.44,debit,Entertainment
2025-07-23,DTH recharge,5878.99,debit,Bills
2025-09-24,Pharmacy purchase,505.0,debit,Health
2025-07-04,DTH recharge,1990.96,credit,Bills
2025-07-17,Electricity bill,7819.76,credit,Bills
2025-07-19,Pharmacy purchase,8409.92,credit,Health
2025-08-05,Donation,846.68,debit,Others
2025-08-17,Domino's pizza,4723.81,debit,Food
2025-09-15,Flight booking,8873.3,debit,Travel
2025-07-02,Flight booking,6195.41,debit,Travel
2025-06-30,Flight booking,4608.73,credit,Travel
2025-10-13,Myntra shopping,9633.14,credit,Shopping
2025-07-04,Health checkup,4069.92,credit,Health
2025-07-29,Donation,8974.64,credit,Others
2025-08-06,Flipkart order,2667.19,debit,Shopping
2025-08-08,Fuel refill,3262.11,debit,Travel
2025-06-02,Internet recharge,3375.67,debit,Bills
2025-06-05,Mobile bill,8534.08,credit,Bills
2025-06-18,Restaurant dinner,6926.37,credit,Food
2025-10-16,Flight booking,4515.93,credit,Travel
2025-06-19,Grocery store,4232.73,credit,Shopping
2025-08-13,Swiggy order,334.06,credit,Food
2025-07-03,Flight booking,2576.65,credit,Travel
2025-08-29,Stationery,6655.28,debit,Others
2025-07-02,Water bill,5030.22,debit,Bills
2025-09-29,Spotify premium,3727.25,credit,Entertainment
2025-08-22,Protein supplements,9296.47,credit,Health
2025-06-30,Restaurant dinner,5454.62,credit,Food
2025-07-22,Mobile bill,3834.12,credit,Bills
2025-07-18,Internet recharge,8153.73,debit,Bills
2025-07-06,Mobile bill,8257.78,credit,Bills
2025-10-25,Swiggy order,7670.06,debit,Food
2025-07-10,Swiggy order,7771.3,debit,Food
2025-07-09,Flipkart order,563.17,credit,Shopping
2025-06-18,Health checkup,7401.69,debit,Health
2025-10-28,Netflix subscription,1434.9,credit,Entertainment
2025-07-01,Donation,8286.12,debit,Others
2025-07-22,Doctor visit,9619.21,debit,Health
2025-09-23,Bus fare,5102.0,credit,Travel
2025-10-20,Grocery store,4251.05,debit,Shopping
2025-07-04,Bus fare,7588.81,debit,Travel
2025-10-23,Cafe coffee,3666.84,credit,Food
2025-06-29,Miscellaneous expense,9083.3,debit,Others
2025-09-02,Stationery,2427.54,credit,Others
2025-08-30,Flipkart order,8773.01,debit,Shopping
2025-06-28,Donation,6939.35,debit,Others
2025-09-09,Pharmacy purchase,8883.48,debit,Health
2025-08-18,Uber ride,3305.21,debit,Travel
2025-07-17,Flight booking,2401.26,credit,Travel
2025-09-15,Concert pass,6678.45,credit,Entertainment
2025-06-01,Gym membership,3706.19,credit,Health
2025-07-11,Amazon purchase,4108.8,credit,Shopping
2025-10-13,McDonald's lunch,5319.88,credit,Food
2025-07-18,Protein supplements,6007.79,debit,Health
2025-08-05,Grocery store,1429.87,debit,Shopping
2025-08-17,Pharmacy purchase,2572.38,debit,Health
2025-08-24,Flipkart order,4099.2,debit,Shopping
2025-06-16,Swiggy order,6967.74,debit,Food
2025-06-20,Fuel refill,5336.14,debit,Travel
2025-08-19,Concert pass,7884.18,debit,Entertainment
2025-08-24,Protein supplements,5014.83,credit,Health
2025-07-06,Electricity bill,3348.58,credit,Bills
2025-06-06,DTH recharge,5647.35,debit,Bills
2025-06-13,Health checkup,6872.74,credit,Health
2025-07-25,McDonald's lunch,446.64,debit,Food
2025-10-24,Electricity bill,9502.09,debit,Bills
2025-09-27,Gift purchase,3162.99,credit,Others
2025-07-20,Pharmacy purchase,6160.9,credit,Health
2025-06-07,Spotify premium,2779.83,credit,Entertainment
2025-10-20,Restaurant dinner,2376.7,credit,Food
2025-08-24,Health checkup,7849.96,credit,Health
2025-06-19,Amusement park,7453.66,debit,Entertainment
2025-10-07,Gift purchase,6780.94,debit,Others
2025-09-08,Stationery,3523.46,credit,Others
2025-07-09,Miscellaneous expense,1687.53,credit,Others
2025-09-07,Miscellaneous expense,4705.93,credit,Others
2025-06-07,Myntra shopping,8030.95,debit,Shopping
2025-09-21,Netflix subscription,6635.62,credit,Entertainment
2025-08-31,Protein supplements,585.18,credit,Health
2025-10-19,Protein supplements,2076.28,debit,Health
2025-06-09,Spotify premium,797.22,debit,Entertainment
2025-10-20,Mobile bill,4840.45,credit,Bills
2025-10-07,Gym membership,3729.0,debit,Health
2025-10-06,McDonald's lunch,8178.02,credit,Food
2025-10-07,McDonald's lunch,8075.5,credit,Food
2025-06-29,Myntra shopping,5667.48,credit,Shopping
2025-07-05,Miscellaneous expense,8137.32,credit,Others
2025-10-22,Train ticket,8917.92,debit,Travel
2025-09-21,Swiggy order,4793.52,credit,Food
2025-08-16,Zomato delivery,5279.04,credit,Food
2025-10-08,Internet recharge,3400.39,debit,Bills
2025-08-09,Fuel refill,9179.82,debit,Travel
2025-08-19,Uber ride,7292.53,debit,Travel
2025-10-09,Movie ticket,6464.65,debit,Entertainment
2025-06-23,DTH recharge,9613.4,debit,Bills
2025-09-20,DTH recharge,3649.95,credit,Bills
2025-08-15,Concert pass,1075.38,debit,Entertainment
2025-10-02,Zomato delivery,2362.71,debit,Food
2025-06-10,Fuel refill,8061.96,credit,Travel
2025-07-02,Fuel refill,1816.53,credit,Travel
2025-10-07,DTH recharge,2962.71,debit,Bills
2025-07-23,Doctor visit,8439.33,credit,Health
2025-09-26,Movie ticket,8241.12,credit,Entertainment
2025-10-25,Cafe coffee,5012.55,debit,Food
2025-09-11,Grocery store,5555.2,debit,Shopping
2025-09-28,Pharmacy purchase,7003.22,debit,Health
2025-09-16,Pharmacy purchase,7972.02,credit,Health
2025-06-09,Internet recharge,3490.8,credit,Bills
2025-06-05,DTH recharge,9742.81,debit,Bills
2025-08-01,Electricity bill,6135.85,credit,Bills
2025-06-11,Amazon purchase,4353.49,debit,Shopping
2025-09-10,Concert pass,3404.98,credit,Entertainment
2025-06-29,Amazon purchase,1945.7,debit,Shopping
2025-08-23,Gym membership,1997.97,debit,Health
2025-06-04,Flipkart order,1123.32,credit,Shopping
2025-09-12,Flipkart order,7595.71,debit,Shopping
2025-09-26,Restaurant dinner,7106.86,credit,Food
2025-10-10,Swiggy order,2895.64,debit,Food
2025-10-25,Cafe coffee,6770.34,credit,Food
2025-10-09,Donation,4889.21,credit,Others
2025-08-17,Spotify premium,2750.89,credit,Entertainment
2025-08-05,Cafe coffee,3163.2,debit,Food
2025-07-25,Stationery,7376.9,credit,Others
2025-08-01,Zomato delivery,3677.58,debit,Food
2025-09-10,Gym membership,3074.06,debit,Health
2025-07-17,Grocery store,7410.63,credit,Shopping
2025-07-15,Spotify premium,6167.58,debit,Entertainment
2025-09-30,Water bill,6310.2,debit,Bills
2025-10-20,Pharmacy purchase,1895.72,credit,Health
2025-08-31,Bus fare,7796.95,credit,Travel
2025-10-27,Ola cab,2487.71,credit,Travel
2025-08-22,Gym membership,4820.55,credit,Health
2025-10-15,Concert pass,64.45,credit,Entertainment
2025-06-06,Protein supplements,3473.47,debit,Health
2025-08-18,Myntra shopping,1180.62,credit,Shopping
2025-06-02,Gift purchase,6941.62,debit,Others
2025-07-15,Doctor visit,6243.77,credit,Health
2025-09-01,DTH recharge,1763.43,credit,Bills
2025-10-25,Miscellaneous expense,6688.06,credit,Others
2025-09-04,Protein supplements,4428.45,credit,Health
2025-09-17,Domino's pizza,7092.87,credit,Food
2025-06-10,Gift purchase,2524.61,debit,Others
2025-08-07,Amusement park,1029.53,debit,Entertainment
2025-08-10,Swiggy order,7348.49,debit,Food
2025-08-09,Stationery,5882.88,debit,Others
2025-07-19,Flipkart order,5354.51,debit,Shopping
2025-07-28,Concert pass,9254.83,credit,Entertainment
2025-06-11,Health checkup,5501.77,debit,Health
2025-06-11,Electronics purchase,5036.06,credit,Shopping
2025-06-12,Water bill,5862.87,credit,Bills
2025-07-09,Train ticket,4928.32,credit,Travel
2025-08-10,Netflix subscription,3665.65,credit,Entertainment
2025-10-08,Gift purchase,1908.94,credit,Others
2025-09-18,Amusement park,9431.73,credit,Entertainment
2025-06-28,Cafe coffee,6225.95,debit,Food
2025-09-06,Movie ticket,1994.44,debit,Entertainment
2025-09-01,Grocery store,9581.15,debit,Shopping
2025-10-19,DTH recharge,6760.54,credit,Bills
2025-07-04,Miscellaneous expense,9724.0,debit,Others
2025-07-30,Fuel refill,3443.66,debit,Travel
2025-07-12,Myntra shopping,345.84,credit,Shopping
2025-08-26,Grocery store,4051.05,debit,Shopping
2025-08-29,Train ticket,4018.72,credit,Travel
2025-08-02,Internet recharge,2587.49,credit,Bills
2025-09-11,Ola cab,5434.91,credit,Travel
2025-10-13,Flipkart order,8126.28,debit,Shopping
2025-07-29,Train ticket,9921.25,credit,Travel
2025-10-19,Netflix subscription,5574.66,credit,Entertainment
2025-08-06,Water bill,5469.86,credit,Bills
2025-08-16,Mobile bill,513.21,credit,Bills
2025-06-18,Protein supplements,4108.56,debit,Health
2025-10-12,Stationery,9013.41,debit,Others
2025-06-23,McDonald's lunch,9551.09,credit,Food
2025-09-27,Grocery store,4372.1,credit,Shopping
2025-06-29,Doctor visit,5989.71,debit,Health
2025-08-10,Flipkart order,1813.29,debit,Shopping
2025-10-19,Gym membership,8417.79,credit,Health
2025-08-11,Flight booking,4195.98,credit,Travel
2025-10-12,Uber ride,8121.17,debit,Travel
2025-07-04,Mobile bill,3051.0,credit,Bills
2025-09-09,Zomato delivery,510.38,debit,Food
2025-10-20,Health checkup,8863.87,debit,Health
2025-07-17,Electricity bill,8357.9,credit,Bills
2025-09-06,Myntra shopping,9153.46,debit,Shopping
2025-10-18,Swiggy order,4969.05,debit,Food
2025-07-05,Swiggy order,9403.93,debit,Food
2025-10-03,Gym membership,8208.89,credit,Health
2025-09-23,Domino's pizza,3845.93,credit,Food
2025-08-11,Gift purchase,2595.46,credit,Others
2025-07-20,Electricity bill,3935.62,debit,Bills
2025-09-19,Bus fare,5923.47,credit,Travel
2025-08-26,Amusement park,9187.73,credit,Entertainment
2025-08-16,Domino's pizza,7483.56,debit,Food
2025-06-30,Donation,8905.58,credit,Others
2025-06-08,Ola cab,3667.72,credit,Travel
2025-10-08,Gym membership,7717.89,debit,Health
2025-06-16,Amazon purchase,9121.65,credit,Shopping
2025-07-09,Doctor visit,212.63,credit,Health
2025-06-18,Miscellaneous expense,9977.76,credit,Others
2025-09-26,Doctor visit,3908.38,credit,Health
2025-08-18,Amazon purchase,1511.13,debit,Shopping
2025-06-15,Miscellaneous expense,4873.14,debit,Others
2025-06-03,Restaurant dinner,1260.38,credit,Food
2025-09-15,Netflix subscription,7372.68,credit,Entertainment
2025-08-25,Movie ticket,5880.34,debit,Entertainment
2025-08-08,Pharmacy purchase,2194.84,debit,Health
2025-08-07,Pharmacy purchase,1478.69,credit,Health
2025-06-09,Electricity bill,900.43,debit,Bills
2025-07-18,Myntra shopping,5082.52,credit,Shopping
2025-07-04,Uber ride,8905.91,credit,Travel
2025-06-24,Mobile bill,1747.79,credit,Bills
2025-09-12,Pharmacy purchase,9820.04,debit,Health
2025-06-04,Flipkart order,906.24,debit,Shopping
2025-06-28,Water bill,3910.67,credit,Bills
2025-07-02,Stationery,7469.12,credit,Others
2025-09-06,Miscellaneous expense,7392.71,credit,Others
2025-08-14,Grocery store,2554.02,debit,Shopping
2025-09-24,Gym membership,7668.81,credit,Health
2025-09-19,Electronics purchase,8633.54,credit,Shopping
2025-09-16,Mobile bill,6692.27,debit,Bills
2025-07-30,Train ticket,9178.04,credit,Travel
2025-10-01,Amusement park,861.7,debit,Entertainment
2025-09-15,Spotify premium,7362.42,debit,Entertainment
2025-09-20,Fuel refill,2227.53,credit,Travel
2025-09-29,Uber ride,4116.31,debit,Travel
2025-08-21,Ola cab,2179.69,credit,Travel
2025-09-12,Electricity bill,5681.54,debit,Bills
2025-06-16,Gym membership,697.09,debit,Health
2025-08-26,Miscellaneous expense,6139.85,credit,Others
2025-07-07,Miscellaneous expense,4010.52,debit,Others
2025-09-20,Uber ride,8261.44,credit,Travel
2025-08-26,Mobile bill,1527.05,credit,Bills
2025-08-04,Protein supplements,1589.06,credit,Health
2025-07-20,Stationery,3073.69,credit,Others
2025-09-26,Donation,7930.86,credit,Others
2025-07-22,Domino's pizza,7301.85,credit,Food
2025-07-09,Gift purchase,268.86,debit,Others
2025-06-18,Amusement park,6148.27,debit,Entertainment
2025-07-14,Stationery,8328.79,credit,Others
2025-06-27,Stationery,3101.34,debit,Others
2025-08-20,Pharmacy purchase,9978.55,debit,Health
2025-07-29,Domino's pizza,6004.26,debit,Food
2025-08-27,Train ticket,5633.0,debit,Travel
2025-10-01,Doctor visit,2417.06,debit,Health
2025-09-08,Gift purchase,1442.41,credit,Others
2025-10-06,Train ticket,2279.17,credit,Travel
2025-07-05,DTH recharge,5372.67,credit,Bills
2025-08-24,Flight booking,1028.13,credit,Travel
2025-09-19,Health checkup,1396.01,debit,Health
2025-08-13,Electronics purchase,1319.42,credit,Shopping
2025-07-21,Train ticket,7257.17,debit,Travel
2025-10-07,Uber ride,939.06,credit,Travel
2025-06-30,Bus fare,2223.69,credit,Travel
2025-09-15,DTH recharge,8055.13,debit,Bills
2025-07-14,Cafe coffee,5621.6,debit,Food
2025-07-10,Gift purchase,7847.09,debit,Others
2025-09-28,DTH recharge,1626.43,credit,Bills
2025-06-06,Water bill,6741.49,credit,Bills
2025-10-01,Restaurant dinner,3956.64,credit,Food
2025-07-15,Domino's pizza,3421.42,credit,Food
2025-09-09,Doctor visit,3348.51,credit,Health
2025-06-14,Stationery,2026.36,credit,Others
2025-10-15,Donation,3427.42,credit,Others
2025-07-10,Miscellaneous expense,7422.21,debit,Others
2025-06-03,Pharmacy purchase,2437.64,credit,Health
2025-09-06,Donation,6474.41,credit,Others
2025-06-23,Fuel refill,7816.11,credit,Travel
2025-08-14,Pharmacy purchase,366.07,debit,Health
2025-09-24,Donation,8472.1,credit,Others
2025-08-25,Electricity bill,7837.26,debit,Bills
2025-08-08,Gym membership,2569.84,credit,Health
2025-08-22,Internet recharge,1253.59,debit,Bills
2025-10-20,Flight booking,1807.8,debit,Travel
2025-07-19,Netflix subscription,8517.63,debit,Entertainment
2025-06-28,Swiggy order,2216.56,credit,Food
2025-06-04,Miscellaneous expense,5512.89,credit,Others
2025-06-21,Miscellaneous expense,9181.64,credit,Others
2025-08-07,Netflix subscription,2674.34,debit,Entertainment
2025-06-05,Health checkup,5842.57,debit,Health
2025-06-24,Water bill,992.04,credit,Bills
2025-10-18,Health checkup,5742.15,debit,Health
2025-10-08,Spotify premium,3333.33,debit,Entertainment
2025-06-06,Donation,4743.19,debit,Others
2025-09-26,Pharmacy purchase,2828.64,credit,Health
2025-08-12,Swiggy order,6024.46,credit,Food
2025-09-13,Internet recharge,6062.59,debit,Bills
2025-10-25,Train ticket,779.28,credit,Travel
2025-10-19,Miscellaneous expense,7288.46,debit,Others
2025-06-15,Protein supplements,102.72,debit,Health
2025-06-30,Protein supplements,5534.46,credit,Health
