date,description,amount,type,category
2025-06-30,flight booking,4608.73,0,travel
2025-10-13,myntra shopping,9633.14,0,shopping
2025-07-04,health checkup,4069.92,0,health
2025-07-29,donation,8974.64,0,others
2025-08-06,flipkart order,2667.19,1,shopping
2025-08-08,fuel refill,3262.11,1,travel
2025-06-02,internet recharge,3375.67,1,bills
2025-06-05,mobile bill,8534.08,0,bills
2025-06-18,restaurant dinner,6926.37,0,food
2025-10-16,flight booking,4515.93,0,travel
2025-06-19,grocery store,4232.73,0,shopping
2025-08-13,swiggy order,334.06,0,food
2025-07-03,flight booking,2576.65,0,travel
2025-08-29,stationery,6655.28,1,others
2025-07-02,water bill,5030.22,1,bills
2025-09-29,spotify premium,3727.25,0,entertainment
2025-08-22,protein supplements,9296.47,0,health
2025-06-30,restaurant dinner,5454.62,0,food
2025-07-22,mobile bill,3834.12,0,bills
2025-07-18,internet recharge,8153.73,1,bills
2025-07-06,mobile bill,8257.78,0,bills
2025-10-25,swiggy order,7670.06,1,food
2025-07-10,swiggy order,7771.3,1,food
2025-07-09,flipkart order,563.17,0,shopping
2025-06-18,health checkup,7401.69,1,health
2025-10-28,netflix subscription,1434.9,0,entertainment
2025-07-01,donation,8286.12,1,others
2025-07-22,doctor visit,9619.21,1,health
2025-09-23,bus fare,5102.0,0,travel
2025-10-20,grocery store,4251.05,1,shopping
2025-07-04,bus fare,7588.81,1,travel
2025-10-23,cafe coffee,3666.84,0,food
2025-06-29,miscellaneous expense,9083.3,1,others
2025-09-02,stationery,2427.54,0,others
2025-08-30,flipkart order,8773.01,1,shopping
2025-06-28,donation,6939.35,1,others
2025-09-09,pharmacy purchase,8883.48,1,health
2025-08-18,uber ride,3305.21,1,travel
2025-07-17,flight booking,2401.26,0,travel
2025-09-15,concert pass,6678.45,0,entertainment
2025-06-01,gym membership,3706.19,0,health
2025-07-11,amazon purchase,4108.8,0,shopping
2025-10-13,mcdonalds lunch,5319.88,0,food
2025-07-18,protein supplements,6007.79,1,health
2025-08-05,grocery store,1429.87,1,shopping
2025-08-17,pharmacy purchase,2572.38,1,health
2025-08-24,flipkart order,4099.2,1,shopping
2025-06-16,swiggy order,6967.74,1,food
2025-06-20,fuel refill,5336.14,1,travel
2025-08-19,concert pass,7884.18,1,entertainment
2025-08-24,protein supplements,5014.83,0,health
2025-07-06,electricity bill,3348.58,0,bills
2025-06-06,dth recharge,5647.35,1,bills
2025-06-13,health checkup,6872.74,0,health
2025-07-25,mcdonalds lunch,446.64,1,food
2025-10-24,electricity bill,9502.09,1,bills
2025-09-27,gift purchase,3162.99,0,others
2025-07-20,pharmacy purchase,6160.9,0,health
2025-06-07,spotify premium,2779.83,0,entertainment
2025-10-20,restaurant dinner,2376.7,0,food
2025-08-24,health checkup,7849.96,0,health
2025-06-19,amusement park,7453.66,1,entertainment
2025-10-07,gift purchase,6780.94,1,others
2025-09-08,stationery,3523.46,0,others
2025-07-09,miscellaneous expense,1687.53,0,others
2025-09-07,miscellaneous expense,4705.93,0,others
2025-06-07,myntra shopping,8030.95,1,shopping
2025-09-21,netflix subscription,6635.62,0,entertainment
2025-08-31,protein supplements,585.18,0,health
2025-10-19,protein supplements,2076.28,1,health
2025-06-09,spotify premium,797.22,1,entertainment
2025-10-20,mobile bill,4840.45,0,bills
2025-10-07,gym membership,3729.0,1,health
2025-10-06,mcdonalds lunch,8178.02,0,food
2025-10-07,mcdonalds lunch,8075.5,0,food
2025-06-29,myntra shopping,5667.48,0,shopping
2025-07-05,miscellaneous expense,8137.32,0,others
2025-10-22,train ticket,8917.92,1,travel
2025-09-21,swiggy order,4793.52,0,food
2025-08-16,zomato delivery,5279.04,0,food
2025-10-08,internet recharge,3400.39,1,bills
2025-08-09,fuel refill,9179.82,1,travel
2025-08-19,uber ride,7292.53,1,travel
2025-10-09,movie ticket,6464.65,1,entertainment
2025-06-23,dth recharge,9613.4,1,bills
2025-09-20,dth recharge,3649.95,0,bills
2025-08-15,concert pass,1075.38,1,entertainment
2025-10-02,zomato delivery,2362.71,1,food
2025-06-10,fuel refill,8061.96,0,travel
2025-07-02,fuel refill,1816.53,0,travel
2025-10-07,dth recharge,2962.71,1,bills
2025-07-23,doctor visit,8439.33,0,health
2025-09-26,movie ticket,8241.12,0,entertainment
2025-10-25,cafe coffee,5012.55,1,food
2025-09-11,grocery store,5555.2,1,shopping
2025-09-28,pharmacy purchase,7003.22,1,health
2025-09-16,pharmacy purchase,7972.02,0,health
2025-06-09,internet recharge,3490.8,0,bills
2025-06-05,dth recharge,9742.81,1,bills
2025-08-01,electricity bill,6135.85,0,bills
2025-06-11,amazon purchase,4353.49,1,shopping
2025-09-10,concert pass,3404.98,0,entertainment
2025-06-29,amazon purchase,1945.7,1,shopping
2025-08-23,gym membership,1997.97,1,health
2025-06-04,flipkart order,1123.32,0,shopping
2025-09-12,flipkart order,7595.71,1,shopping
2025-09-26,restaurant dinner,7106.86,0,food
2025-10-10,swiggy order,2895.64,1,food
2025-10-25,cafe coffee,6770.34,0,food
2025-10-09,donation,4889.21,0,others
2025-08-17,spotify premium,2750.89,0,entertainment
2025-08-05,cafe coffee,3163.2,1,food
2025-07-25,stationery,7376.9,0,others
2025-08-01,zomato delivery,3677.58,1,food
2025-09-10,gym membership,3074.06,1,health
2025-07-17,grocery store,7410.63,0,shopping
2025-07-15,spotify premium,6167.58,1,entertainment
2025-09-30,water bill,6310.2,1,bills
2025-10-20,pharmacy purchase,1895.72,0,health
2025-08-31,bus fare,7796.95,0,travel
2025-10-27,ola cab,2487.71,0,travel
2025-08-22,gym membership,4820.55,0,health
2025-10-15,concert pass,64.45,0,entertainment
2025-06-06,protein supplements,3473.47,1,health
2025-08-18,myntra shopping,1180.62,0,shopping
2025-06-02,gift purchase,6941.62,1,others
2025-07-15,doctor visit,6243.77,0,health
2025-09-01,dth recharge,1763.43,0,bills
2025-10-25,miscellaneous expense,6688.06,0,others
2025-09-04,protein supplements,4428.45,0,health
2025-09-17,dominos pizza,7092.87,0,food
2025-06-10,gift purchase,2524.61,1,others
2025-08-07,amusement park,1029.53,1,entertainment
2025-08-10,swiggy order,7348.49,1,food
2025-08-09,stationery,5882.88,1,others
2025-07-19,flipkart order,5354.51,1,shopping
2025-07-28,concert pass,9254.83,0,entertainment
2025-06-11,health checkup,5501.77,1,health
2025-06-11,electronics purchase,5036.06,0,shopping
2025-06-12,water bill,5862.87,0,bills
2025-07-09,train ticket,4928.32,0,travel
2025-08-10,netflix subscription,3665.65,0,entertainment
2025-10-08,gift purchase,1908.94,0,others
2025-09-18,amusement park,9431.73,0,entertainment
2025-06-28,cafe coffee,6225.95,1,food
2025-09-06,movie ticket,1994.44,1,entertainment
2025-09-01,grocery store,9581.15,1,shopping
2025-10-19,dth recharge,6760.54,0,bills
2025-07-04,miscellaneous expense,9724.0,1,others
2025-07-30,fuel refill,3443.66,1,travel
2025-07-12,myntra shopping,345.84,0,shopping
2025-08-26,grocery store,4051.05,1,shopping
2025-08-29,train ticket,4018.72,0,travel
2025-08-02,internet recharge,2587.49,0,bills
2025-09-11,ola cab,5434.91,0,travel
2025-10-13,flipkart order,8126.28,1,shopping
2025-07-29,train ticket,9921.25,0,travel
2025-10-19,netflix subscription,5574.66,0,entertainment
2025-08-06,water bill,5469.86,0,bills
2025-08-16,mobile bill,513.21,0,bills
2025-06-18,protein supplements,4108.56,1,health
2025-10-12,stationery,9013.41,1,others
2025-06-23,mcdonalds lunch,9551.09,0,food
2025-09-27,grocery store,4372.1,0,shopping
2025-06-29,doctor visit,5989.71,1,health
2025-08-10,flipkart order,1813.29,1,shopping
2025-10-19,gym membership,8417.79,0,health
2025-08-11,flight booking,4195.98,0,travel
2025-10-12,uber ride,8121.17,1,travel
2025-07-04,mobile bill,3051.0,0,bills
2025-09-09,zomato delivery,510.38,1,food
2025-10-20,health checkup,8863.87,1,health
2025-07-17,electricity bill,8357.9,0,bills
2025-09-06,myntra shopping,9153.46,1,shopping
2025-10-18,swiggy order,4969.05,1,food
2025-07-05,swiggy order,9403.93,1,food
2025-10-03,gym membership,8208.89,0,health
2025-09-23,dominos pizza,3845.93,0,food
2025-08-11,gift purchase,2595.46,0,others
2025-07-20,electricity bill,3935.62,1,bills
2025-09-19,bus fare,5923.47,0,travel
2025-08-26,amusement park,9187.73,0,entertainment
2025-08-16,dominos pizza,7483.56,1,food
2025-06-30,donation,8905.58,0,others
2025-06-08,ola cab,3667.72,0,travel
2025-10-08,gym membership,7717.89,1,health
2025-06-16,amazon purchase,9121.65,0,shopping
2025-07-09,doctor visit,212.63,0,health
2025-06-18,miscellaneous expense,9977.76,0,others
2025-09-26,doctor visit,3908.38,0,health
2025-08-18,amazon purchase,1511.13,1,shopping
2025-06-15,miscellaneous expense,4873.14,1,others
2025-06-03,restaurant dinner,1260.38,0,food
2025-09-15,netflix subscription,7372.68,0,entertainment
2025-08-25,movie ticket,5880.34,1,entertainment
2025-08-08,pharmacy purchase,2194.84,1,health
2025-08-07,pharmacy purchase,1478.69,0,health
2025-06-09,electricity bill,900.43,1,bills
2025-07-18,myntra shopping,5082.52,0,shopping
2025-07-04,uber ride,8905.91,0,travel
2025-06-24,mobile bill,1747.79,0,bills
2025-09-12,pharmacy purchase,9820.04,1,health
2025-06-04,flipkart order,906.24,1,shopping
2025-06-28,water bill,3910.67,0,bills
2025-07-02,stationery,7469.12,0,others
2025-09-06,miscellaneous expense,7392.71,0,others
2025-08-14,grocery store,2554.02,1,shopping
2025-09-24,gym membership,7668.81,0,health
2025-09-19,electronics purchase,8633.54,0,shopping
2025-09-16,mobile bill,6692.27,1,bills
2025-07-30,train ticket,9178.04,0,travel
2025-10-01,amusement park,861.7,1,entertainment
2025-09-15,spotify premium,7362.42,1,entertainment
2025-09-20,fuel refill,2227.53,0,travel
2025-09-29,uber ride,4116.31,1,travel
2025-08-21,ola cab,2179.69,0,travel
2025-09-12,electricity bill,5681.54,1,bills
2025-06-16,gym membership,697.09,1,health
2025-08-26,miscellaneous expense,6139.85,0,others
2025-07-07,miscellaneous expense,4010.52,1,others
2025-09-20,uber ride,8261.44,0,travel
2025-08-26,mobile bill,1527.05,0,bills
2025-08-04,protein supplements,1589.06,0,health
2025-07-20,stationery,3073.69,0,others
2025-09-26,donation,7930.86,0,others
2025-07-22,dominos pizza,7301.85,0,food
2025-07-09,gift purchase,268.86,1,others
2025-06-18,amusement park,6148.27,1,entertainment
2025-07-14,stationery,8328.79,0,others
2025-06-27,stationery,3101.34,1,others
2025-08-20,pharmacy purchase,9978.55,1,health
2025-07-29,dominos pizza,6004.26,1,food
2025-08-27,train ticket,5633.0,1,travel
2025-10-01,doctor visit,2417.06,1,health
2025-09-08,gift purchase,1442.41,0,others
2025-10-06,train ticket,2279.17,0,travel
2025-07-05,dth recharge,5372.67,0,bills
2025-08-24,flight booking,1028.13,0,travel
2025-09-19,health checkup,1396.01,1,health
2025-08-13,electronics purchase,1319.42,0,shopping
2025-07-21,train ticket,7257.17,1,travel
2025-10-07,uber ride,939.06,0,travel
2025-06-30,bus fare,2223.69,0,travel
2025-09-15,dth recharge,8055.13,1,bills
2025-07-14,cafe coffee,5621.6,1,food
2025-07-10,gift purchase,7847.09,1,others
2025-09-28,dth recharge,1626.43,0,bills
2025-06-06,water bill,6741.49,0,bills
2025-10-01,restaurant dinner,3956.64,0,food
2025-07-15,dominos pizza,3421.42,0,food
2025-09-09,doctor visit,3348.51,0,health
2025-06-14,stationery,2026.36,0,others
2025-10-15,donation,3427.42,0,others
2025-07-10,miscellaneous expense,7422.21,1,others
2025-06-03,pharmacy purchase,2437.64,0,health
2025-09-06,donation,6474.41,0,others
2025-06-23,fuel refill,7816.11,0,travel
2025-08-14,pharmacy purchase,366.07,1,health
2025-09-24,donation,8472.1,0,others
2025-08-25,electricity bill,7837.26,1,bills
2025-08-08,gym membership,2569.84,0,health
2025-08-22,internet recharge,1253.59,1,bills
2025-10-20,flight booking,1807.8,1,travel
2025-07-19,netflix subscription,8517.63,1,entertainment
2025-06-28,swiggy order,2216.56,0,food
2025-06-04,miscellaneous expense,5512.89,0,others
2025-06-21,miscellaneous expense,9181.64,0,others
2025-08-07,netflix subscription,2674.34,1,entertainment
2025-06-05,health checkup,5842.57,1,health
2025-06-24,water bill,992.04,0,bills
2025-10-18,health checkup,5742.15,1,health
2025-10-08,spotify premium,3333.33,1,entertainment
2025-06-06,donation,4743.19,1,others
2025-09-26,pharmacy purchase,2828.64,0,health
2025-08-12,swiggy order,6024.46,0,food
2025-09-13,internet recharge,6062.59,1,bills
2025-10-25,train ticket,779.28,0,travel
2025-10-19,miscellaneous expense,7288.46,1,others
2025-06-15,protein supplements,102.72,1,health
2025-06-30,protein supplements,5534.46,0,health
